address,x,y,z
454,956.579,284.872,0.0
455,952.02136,345.99152,0.0
456,943.673,392.29736,0.0
457,936.8397,332.70526,0.0
458,952.4017,299.29926,0.0
459,974.7971,295.122,0.0
460,959.99567,267.79492,0.0
461,954.30334,277.66455,0.0
462,929.62604,291.32507,0.0
463,946.7093,275.00238,0.0
464,956.9593,234.00867,0.0
465,928.11096,240.84192,0.0
466,942.1518,197.18604,0.0
467,954.68353,200.98306,0.0
468,982.391,221.10266,0.0
469,986.188,237.8056,0.0
470,978.594,300.05994,0.0
471,954.68353,315.24167,0.0
472,951.2669,372.1838,0.0
473,979.735,422.66693,0.0
474,949.3653,430.64114,0.0
475,961.89105,415.83365,0.0
476,934.9442,433.67752,0.0
477,923.93365,373.31866,0.0
478,925.07465,317.8977,0.0
479,957.71985,338.7779,0.0
