address,x,y,z
208,0.0,0.0,0.0
209,0.0,0.0,0.0
210,0.0,0.0,0.0
211,0.0,0.0,0.0
212,0.0,0.0,0.0
213,0.0,0.0,0.0
214,0.0,0.0,0.0
215,0.0,0.0,0.0
216,0.0,0.0,0.0
217,0.0,0.0,0.0
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,0.0,0.0,0.0
223,0.0,0.0,0.0
224,0.0,0.0,0.0
225,0.0,0.0,0.0
226,0.0,0.0,0.0
227,0.0,0.0,0.0
228,0.0,0.0,0.0
229,0.0,0.0,0.0
230,0.0,0.0,0.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,0.0,0.0
235,0.0,0.0,0.0
236,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
239,0.0,0.0,0.0
240,210.5,41.5,0.0
241,152.5,45.0,0.0
242,96.0,33.5,0.0
243,49.0,40.0,0.0
244,27.5,58.0,0.0
245,28.0,58.0,0.0
246,27.0,70.0,0.0
247,0.0,0.0,0.0
248,0.0,0.0,0.0
249,0.0,0.0,0.0
250,0.0,0.0,0.0
251,0.0,0.0,0.0
252,0.0,0.0,0.0
253,0.0,0.0,0.0
254,0.0,0.0,0.0
255,0.0,0.0,0.0
256,0.0,0.0,0.0
257,0.0,0.0,0.0
258,0.0,0.0,0.0
259,0.0,0.0,0.0
260,0.0,0.0,0.0
261,0.0,0.0,0.0
262,0.0,0.0,0.0
263,0.0,0.0,0.0
264,0.0,0.0,0.0
265,0.0,0.0,0.0
266,0.0,0.0,0.0
267,0.0,0.0,0.0
268,0.0,0.0,0.0
269,0.0,0.0,0.0
270,0.0,0.0,0.0
271,0.0,0.0,0.0
272,0.0,0.0,0.0
273,0.0,0.0,0.0
274,0.0,0.0,0.0
275,0.0,0.0,0.0
276,0.0,0.0,0.0
277,0.0,0.0,0.0
278,0.0,0.0,0.0
279,0.0,0.0,0.0
280,0.0,0.0,0.0
281,0.0,0.0,0.0
282,0.0,0.0,0.0
283,0.0,0.0,0.0
284,0.0,0.0,0.0
285,0.0,0.0,0.0
286,0.0,0.0,0.0
287,0.0,0.0,0.0
288,0.0,0.0,0.0
289,0.0,0.0,0.0
290,0.0,0.0,0.0
291,0.0,0.0,0.0
292,0.0,0.0,0.0
293,0.0,0.0,0.0
294,0.0,0.0,0.0
295,0.0,0.0,0.0
296,0.0,0.0,0.0
297,0.0,0.0,0.0
298,0.0,0.0,0.0
299,0.0,0.0,0.0
300,255.0,28.5,0.0
301,282.0,78.0,0.0
302,341.5,88.5,0.0
303,392.0,113.5,0.0
304,383.5,177.0,0.0
305,399.5,217.0,0.0
306,433.0,239.0,0.0
307,423.5,313.0,0.0
308,383.0,340.5,0.0
309,375.5,274.5,0.0
310,375.0,361.5,0.0
311,423.5,366.5,0.0
312,467.5,342.5,0.0
313,414.0,363.5,0.0
314,363.5,346.0,0.0
315,310.5,380.0,0.0
316,312.5,418.5,0.0
317,324.0,335.5,0.0
318,311.0,265.0,0.0
319,348.0,305.0,0.0
320,383.5,336.5,0.0
321,379.0,371.0,0.0
322,341.5,362.5,0.0
323,375.0,429.0,0.0
324,440.5,426.5,0.0
325,470.0,397.5,0.0
326,411.0,367.5,0.0
327,340.5,366.0,0.0
328,273.5,377.5,0.0
329,276.5,404.5,0.0
330,275.5,401.5,0.0
331,339.5,443.5,0.0
332,379.0,378.0,0.0
333,427.5,394.5,0.0
334,363.5,405.5,0.0
335,307.0,392.5,0.0
336,364.0,419.5,0.0
337,367.0,414.0,0.0
338,350.0,328.0,0.0
339,423.5,316.5,0.0
340,423.5,316.0,0.0
341,426.0,337.0,0.0
342,0.0,0.0,0.0
343,0.0,0.0,0.0
344,0.0,0.0,0.0
345,0.0,0.0,0.0
346,0.0,0.0,0.0
347,0.0,0.0,0.0
348,0.0,0.0,0.0
349,0.0,0.0,0.0
350,0.0,0.0,0.0
351,0.0,0.0,0.0
352,0.0,0.0,0.0
353,0.0,0.0,0.0
354,0.0,0.0,0.0
355,0.0,0.0,0.0
356,0.0,0.0,0.0
357,0.0,0.0,0.0
358,0.0,0.0,0.0
359,0.0,0.0,0.0
360,270.0,40.5,0.0
361,314.0,76.5,0.0
362,342.5,70.0,0.0
363,310.0,97.0,0.0
364,312.0,97.5,0.0
365,349.0,122.0,0.0
366,370.0,120.5,0.0
367,352.5,91.0,0.0
368,354.5,90.5,0.0
369,350.0,97.0,0.0
370,350.5,52.5,0.0
371,374.5,107.5,0.0
372,352.0,172.5,0.0
373,324.5,143.0,0.0
374,327.0,182.5,0.0
375,358.0,192.0,0.0
376,377.5,143.5,0.0
377,378.5,170.0,0.0
378,355.0,201.0,0.0
379,376.0,138.5,0.0
380,407.0,174.5,0.0
381,355.0,172.0,0.0
382,361.5,100.5,0.0
383,329.5,105.0,0.0
384,317.5,181.0,0.0
385,328.5,205.0,0.0
386,338.5,145.5,0.0
387,364.0,206.5,0.0
388,383.5,245.0,0.0
389,383.0,244.5,0.0
390,350.0,230.5,0.0
391,335.5,253.0,0.0
392,336.0,249.0,0.0
393,380.5,220.0,0.0
394,386.0,247.0,0.0
395,386.0,247.0,0.0
396,368.0,196.5,0.0
397,336.5,250.5,0.0
398,335.0,280.0,0.0
399,333.5,208.5,0.0
400,362.0,198.0,0.0
401,375.5,259.5,0.0
402,405.5,296.5,0.0
403,381.5,313.5,0.0
404,344.0,311.0,0.0
405,311.5,304.0,0.0
406,315.0,249.5,0.0
407,312.0,216.0,0.0
408,336.0,250.5,0.0
409,307.5,264.5,0.0
410,304.0,263.0,0.0
411,342.0,308.0,0.0
412,324.0,332.5,0.0
413,284.0,332.0,0.0
414,289.0,359.0,0.0
415,268.5,352.5,0.0
416,298.5,322.5,0.0
417,320.0,349.5,0.0
418,344.0,364.5,0.0
419,322.5,353.0,0.0
420,278.5,37.5,0.0
421,298.5,6.5,0.0
422,296.0,3.0,0.0
423,296.0,3.0,0.0
424,0.0,0.0,0.0
425,0.0,0.0,0.0
426,0.0,0.0,0.0
427,0.0,0.0,0.0
428,0.0,0.0,0.0
429,0.0,0.0,0.0
430,0.0,0.0,0.0
431,0.0,0.0,0.0
432,0.0,0.0,0.0
433,0.0,0.0,0.0
434,0.0,0.0,0.0
435,0.0,0.0,0.0
436,0.0,0.0,0.0
437,0.0,0.0,0.0
438,0.0,0.0,0.0
439,0.0,0.0,0.0
440,0.0,0.0,0.0
441,0.0,0.0,0.0
442,0.0,0.0,0.0
443,0.0,0.0,0.0
444,0.0,0.0,0.0
445,0.0,0.0,0.0
446,0.0,0.0,0.0
447,0.0,0.0,0.0
448,0.0,0.0,0.0
449,0.0,0.0,0.0
450,0.0,0.0,0.0
451,0.0,0.0,0.0
452,0.0,0.0,0.0
453,0.0,0.0,0.0
454,0.0,0.0,0.0
455,0.0,0.0,0.0
456,0.0,0.0,0.0
457,0.0,0.0,0.0
458,0.0,0.0,0.0
459,0.0,0.0,0.0
460,0.0,0.0,0.0
461,0.0,0.0,0.0
462,0.0,0.0,0.0
463,0.0,0.0,0.0
464,0.0,0.0,0.0
465,0.0,0.0,0.0
466,0.0,0.0,0.0
467,0.0,0.0,0.0
468,0.0,0.0,0.0
469,0.0,0.0,0.0
470,0.0,0.0,0.0
471,0.0,0.0,0.0
472,0.0,0.0,0.0
473,0.0,0.0,0.0
474,0.0,0.0,0.0
475,0.0,0.0,0.0
476,0.0,0.0,0.0
477,0.0,0.0,0.0
478,0.0,0.0,0.0
479,0.0,0.0,0.0
